aure,robust_fraction,abs_utility_area,abs_ece_radius,abs_auc_radius,self_ref_radius,auc_retention,utility_drop,admitted,rho_grid,model,dataset_id
0.0,0.0,0.0,0.0,0.1,0.05,0.8245999445308015,0.44176672613441603,False,0.0,hist_gbdt,mfeat-morphological
0.0,0.0,0.0,0.0,0.2,0.2,0.9660741352287457,0.029341772095683318,False,0.0,hist_gbdt,mfeat-morphological
0.0,0.0,0.0,0.0,0.2,0.2,0.9628466530545727,0.08282143886590843,False,0.0,hist_gbdt,mfeat-zernike
0.0,0.0,0.0,0.0,0.2,0.3,0.9671660963007696,0.028448377312506795,False,0.0,hist_gbdt,mfeat-zernike
0.1,0.5,0.009533179190238966,0.2,0.3,0.1,0.9798100068117839,0.15499498707852838,True,0.1,hist_gbdt,optdigits
0.2,0.6666666666666666,0.015557907246467209,0.2,0.4,0.2,0.9986516688516687,0.03106514676741885,True,0.2,hist_gbdt,optdigits
0.0,0.0,0.0,0.4,0.1,0.0,0.9402583001761137,0.09272205831444429,False,0.0,hist_gbdt,ozone-level-8hr
0.0,0.0,0.0,0.4,0.0,0.1,0.7996282042919575,0.09986590164572162,False,0.0,hist_gbdt,ozone-level-8hr
0.0,0.0,0.0,0.4,0.0,0.0,0.8035788797945754,0.08936446503386797,False,0.0,hist_gbdt,pc1
0.0,0.0,0.0,0.3,0.0,0.0,0.7359332370406034,0.17170673589453278,False,0.0,hist_gbdt,pc1
0.0,0.0,0.0,0.2,0.1,0.1,0.8194374776065926,0.1331447302960597,False,0.0,hist_gbdt,pc3
0.0,0.0,0.0,0.3,0.0,0.1,0.7890600740475335,0.11798534515737122,False,0.0,hist_gbdt,pc3
0.0,0.0,0.0,0.05,0.0,0.05,0.8940148513552517,0.09239715409720947,False,0.0,hist_gbdt,pc4
0.0,0.0,0.0,0.3,0.1,0.1,0.8471517409671747,0.12022632372251989,False,0.0,hist_gbdt,pc4
0.05,0.3333333333333333,0.00669384330840328,0.1,0.1,0.05,0.8768261534653983,0.5618331591886495,True,0.05,hist_gbdt,pendigits
0.1,0.5,0.012654688275460632,0.1,0.4,0.1,0.9990272356000091,0.055997779796583116,True,0.1,hist_gbdt,pendigits
0.0,0.16666666666666666,0.0051709344228246705,0.05,0.05,0.0,0.8661297741495337,0.2812511484527035,True,0.0,hist_gbdt,phoneme
0.05,0.3333333333333333,0.006321978053667419,0.2,0.1,0.05,0.9027057218286041,0.12700767284674136,True,0.05,hist_gbdt,phoneme
0.0,0.0,0.0,0.0,0.05,0.0,0.8943053697687752,0.5049244174579258,False,0.0,hist_gbdt,qsar-biodeg
0.0,0.0,0.0,0.2,0.05,0.05,0.8819319701891842,0.10636846758363638,False,0.0,hist_gbdt,qsar-biodeg
0.0,0.16666666666666666,0.0027383918106384333,0.05,0.1,0.0,0.9201707651225043,0.4204027208202457,True,0.0,hist_gbdt,satimage
0.1,0.5,0.010451950749933409,0.2,0.4,0.2,0.9887436005753752,0.0366053399452864,True,0.1,hist_gbdt,satimage
0.0,0.16666666666666666,0.004253519735599491,0.05,0.1,0.0,0.8428388445319428,0.7243874078510273,True,0.0,hist_gbdt,segment
