dataset_id,model,family,shift_axis,shift_lambda,seed,split_policy,clean_split_passed,leakage_risk_level,applicable,status,error_message,accuracy,auc,nll,nll_norm,ece,brier,ece_adaptive,ece_classwise,calib_slope,calib_intercept,utility,n_train,best_gbdt,reference_utility,failed,failure_reason,metric_notes
steel-plates-fault,tabicl,icl,label_noise,0.5,4057577613,train_only,True,low,True,ok,,0.4939965694682676,0.4083508744575245,0.6968979365501656,1.0054111970666755,0.03773923113448079,0.5037243188719233,0.07195492424602974,0.1370671420051768,0.13964439276266583,-0.04186262637559584,-0.09214891386652513,1358,catboost,0.49940088491419654,True,utility_gap;nll,
steel-plates-fault,tabicl,icl,label_noise,0.6,4011574036,train_only,True,low,True,ok,,0.19210977701543738,0.08363218211584938,0.8019046801060559,1.1569039052546575,0.3661769299625583,0.6071787179026159,0.3700889181087488,0.40203996136279524,-10.059399089052173,0.26348852363011993,-0.362218827276046,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabicl,icl,label_noise,0.8,1399823778,train_only,True,low,True,ok,,0.0017152658662092624,0.0,1.7034089571083004,2.457499655025986,0.8133658045684132,1.329867036800675,0.813365804568413,0.8133658045684131,-37.96073118248821,30.90379752801602,-0.8996657675415471,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabpfn,icl,label_noise,0.0,3863852855,train_only,True,low,True,ok,,1.0,1.0,1.3222913276239534e-05,1.907663140973561e-05,1.3222824168601655e-05,3.564273725198931e-10,1.3222824168554048e-05,1.3222824168606491e-05,,,0.49999163244574335,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,tabpfn,icl,label_noise,0.05,3828678886,train_only,True,low,True,ok,,1.0,1.0,0.03877981740817885,0.055947450261359125,0.03800996752130629,0.0029953349973144213,0.03800996752130612,0.03800996752130604,,,0.47561377141733097,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,tabpfn,icl,label_noise,0.1,2047184284,train_only,True,low,True,ok,,1.0,1.0,0.08689543006462487,0.12536360603014804,0.08306125514576604,0.014402534633686107,0.0830612551457659,0.08306125514576591,,,0.44577866716180237,1358,catboost,0.49940088491419654,True,utility_gap,
steel-plates-fault,tabpfn,icl,label_noise,0.2,781862246,train_only,True,low,True,ok,,1.0,1.0,0.19847465932933586,0.2863384067565593,0.1799127638557708,0.06509123744565111,0.1799127638557707,0.17991276385577074,,,0.3781159252018781,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,tabpfn,icl,label_noise,0.3,1549908955,train_only,True,low,True,ok,,1.0,1.0,0.33916942620179213,0.4893180492024808,0.28736041347037466,0.165936476601682,0.2873604134703746,0.28736041347037466,,,0.29573250254518085,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,tabpfn,icl,label_noise,0.4,1038006126,train_only,True,low,True,ok,,0.9845626072041166,0.9994412827109482,0.5687256293937009,0.8204976451527467,0.41739974368710053,0.3766620022449212,0.4173997436871005,0.4164034081330614,43.90228860527044,-0.27377533724812675,0.16785959774620524,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabpfn,icl,label_noise,0.5,4057577613,train_only,True,low,True,ok,,0.6569468267581475,0.4984342922481224,0.6863187430397948,0.9901486470526587,0.14585740414160564,0.4931736090781053,0.15597000749661297,0.1424288459567551,2.3703020251985043,0.5447680574860989,-0.05322204864355376,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
