tau_utility,tau_ece,tau_nll,lambda0_fail_max,lambda0_fail_mean,n_common,aure_catboost,aure_hist_gbdt,aure_logreg,aure_tabicl,aure_tabpfn_client,aure_xgboost,margin,margin_common
0.0,0.1,1.25,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.16923076923076924,0.19423076923076923,0.0019230769230769232,0.16730769230769232,
0.0,0.1,1.5,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.16923076923076924,0.19423076923076923,0.0019230769230769232,0.16730769230769232,
0.0,0.125,0.3,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.125,0.5,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.125,0.75,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.125,1.0,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.125,1.25,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.125,1.5,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.15,0.3,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.15,0.5,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.15,0.75,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.15,1.0,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.15,1.25,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.15,1.5,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.2,0.3,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.2,0.5,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.2,0.75,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.2,1.0,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.2,1.25,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.2,1.5,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.25,0.3,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.25,0.5,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.25,0.75,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
0.0,0.25,1.0,1.0,0.5111111111111112,0,0.0,0.0,0.05,0.17115384615384616,0.19615384615384618,0.0019230769230769232,0.16923076923076924,
